year,month,day,metric,count
2016,5,1,ROBBERY - RESIDENCE,1
2016,5,1,ROBBERY - STREET,5
2016,5,1,SHOOTING,1
2016,5,2,AGG. ASSAULT,14
2016,5,2,ARSON,2
2016,5,2,ASSAULT BY THREAT,1
2016,5,2,AUTO THEFT,14
2016,5,2,BURGLARY,17
2016,5,2,COMMON ASSAULT,18
2016,5,2,HOMICIDE,1
2016,5,2,LARCENY,43
2016,5,2,LARCENY FROM AUTO,15
2016,5,2,RAPE,1
2016,5,2,ROBBERY - COMMERCIAL,5
2016,5,2,ROBBERY - RESIDENCE,1
2016,5,2,ROBBERY - STREET,8
2016,5,2,SHOOTING,4
2016,5,3,AGG. ASSAULT,29
2016,5,3,ASSAULT BY THREAT,2
2016,5,3,AUTO THEFT,14
2016,5,3,BURGLARY,11
2016,5,3,COMMON ASSAULT,15
2016,5,3,HOMICIDE,1
2016,5,3,LARCENY,38
2016,5,3,LARCENY FROM AUTO,15
2016,5,3,ROBBERY - CARJACKING,1
2016,5,3,ROBBERY - COMMERCIAL,2
2016,5,3,ROBBERY - RESIDENCE,1
2016,5,3,ROBBERY - STREET,8
2016,5,3,SHOOTING,2
2016,5,4,AGG. ASSAULT,18
2016,5,4,AUTO THEFT,17
2016,5,4,BURGLARY,14
2016,5,4,COMMON ASSAULT,15
2016,5,4,HOMICIDE,1
2016,5,4,LARCENY,29
2016,5,4,LARCENY FROM AUTO,15
2016,5,4,ROBBERY - CARJACKING,2
2016,5,4,ROBBERY - COMMERCIAL,2
2016,5,4,ROBBERY - RESIDENCE,4
2016,5,4,ROBBERY - STREET,8
2016,5,5,AGG. ASSAULT,13
2016,5,5,ARSON,1
2016,5,5,ASSAULT BY THREAT,1
2016,5,5,AUTO THEFT,18
2016,5,5,BURGLARY,23
2016,5,5,COMMON ASSAULT,15
2016,5,5,LARCENY,31
2016,5,5,LARCENY FROM AUTO,11
2016,5,5,ROBBERY - COMMERCIAL,3
2016,5,5,ROBBERY - STREET,14
2016,5,6,AGG. ASSAULT,27
2016,5,6,ASSAULT BY THREAT,2
2016,5,6,AUTO THEFT,10
2016,5,6,BURGLARY,22
2016,5,6,COMMON ASSAULT,11
2016,5,6,HOMICIDE,1
2016,5,6,LARCENY,39
2016,5,6,LARCENY FROM AUTO,13
2016,5,6,ROBBERY - CARJACKING,1
2016,5,6,ROBBERY - COMMERCIAL,3
2016,5,6,ROBBERY - RESIDENCE,1
2016,5,6,ROBBERY - STREET,7
2016,5,6,SHOOTING,3
2016,5,7,AGG. ASSAULT,15
2016,5,7,ARSON,1
2016,5,7,ASSAULT BY THREAT,1
2016,5,7,AUTO THEFT,14
2016,5,7,BURGLARY,21
2016,5,7,COMMON ASSAULT,16
2016,5,7,HOMICIDE,1
2016,5,7,LARCENY,23
2016,5,7,LARCENY FROM AUTO,10
2016,5,7,ROBBERY - CARJACKING,1
2016,5,7,ROBBERY - COMMERCIAL,2
2016,5,7,ROBBERY - RESIDENCE,2
2016,5,7,ROBBERY - STREET,6
2016,5,7,SHOOTING,4
2016,5,8,AGG. ASSAULT,14
2016,5,8,ARSON,1
2016,5,8,ASSAULT BY THREAT,1
2016,5,8,AUTO THEFT,12
2016,5,8,BURGLARY,17
2016,5,8,COMMON ASSAULT,18
2016,5,8,HOMICIDE,1
2016,5,8,LARCENY,24
2016,5,8,LARCENY FROM AUTO,18
2016,5,8,ROBBERY - CARJACKING,2
2016,5,8,ROBBERY - COMMERCIAL,2
2016,5,8,ROBBERY - STREET,8
2016,5,8,SHOOTING,1
2016,5,9,AGG. ASSAULT,11
2016,5,9,ASSAULT BY THREAT,3
2016,5,9,AUTO THEFT,15
2016,5,9,BURGLARY,20
2016,5,9,COMMON ASSAULT,18
2016,5,9,LARCENY,36
2016,5,9,LARCENY FROM AUTO,26
2016,5,9,RAPE,1
2016,5,9,ROBBERY - CARJACKING,3
2016,5,9,ROBBERY - RESIDENCE,2
2016,5,9,ROBBERY - STREET,18
2016,5,9,SHOOTING,3
2016,5,10,AGG. ASSAULT,19
2016,5,10,ASSAULT BY THREAT,2
2016,5,10,AUTO THEFT,11
2016,5,10,BURGLARY,18
2016,5,10,COMMON ASSAULT,17
2016,5,10,HOMICIDE,1
2016,5,10,LARCENY,33
2016,5,10,LARCENY FROM AUTO,10
2016,5,10,ROBBERY - CARJACKING,4
2016,5,10,ROBBERY - COMMERCIAL,2
2016,5,10,ROBBERY - STREET,20
2016,5,10,SHOOTING,3
2016,5,11,AGG. ASSAULT,8
2016,5,11,ASSAULT BY THREAT,3
2016,5,11,AUTO THEFT,13
2016,5,11,BURGLARY,30
2016,5,11,COMMON ASSAULT,16
2016,5,11,LARCENY,22
2016,5,11,LARCENY FROM AUTO,18
2016,5,11,ROBBERY - CARJACKING,1
2016,5,11,ROBBERY - COMMERCIAL,3
2016,5,11,ROBBERY - RESIDENCE,1
2016,5,11,ROBBERY - STREET,14
2016,5,11,SHOOTING,2
2016,5,12,AGG. ASSAULT,18
2016,5,12,ARSON,1
2016,5,12,ASSAULT BY THREAT,1
2016,5,12,AUTO THEFT,15
2016,5,12,BURGLARY,24
2016,5,12,COMMON ASSAULT,22
2016,5,12,HOMICIDE,1
2016,5,12,LARCENY,41
2016,5,12,LARCENY FROM AUTO,24
2016,5,12,RAPE,3
2016,5,12,ROBBERY - COMMERCIAL,6
2016,5,12,ROBBERY - RESIDENCE,2
2016,5,12,ROBBERY - STREET,6
2016,5,12,SHOOTING,2
2016,5,13,AGG. ASSAULT,15
2016,5,13,ASSAULT BY THREAT,2
2016,5,13,AUTO THEFT,14
2016,5,13,BURGLARY,26
2016,5,13,COMMON ASSAULT,15
2016,5,13,LARCENY,37
2016,5,13,LARCENY FROM AUTO,13
2016,5,13,RAPE,1
2016,5,13,ROBBERY - CARJACKING,1
2016,5,13,ROBBERY - COMMERCIAL,1
2016,5,13,ROBBERY - RESIDENCE,1
2016,5,13,ROBBERY - STREET,7
2016,5,13,SHOOTING,2
2016,5,14,AGG. ASSAULT,13
2016,5,14,ASSAULT BY THREAT,1
2016,5,14,AUTO THEFT,8
2016,5,14,BURGLARY,17
2016,5,14,COMMON ASSAULT,24
2016,5,14,LARCENY,25
2016,5,14,LARCENY FROM AUTO,13
2016,5,14,ROBBERY - COMMERCIAL,2
2016,5,14,ROBBERY - STREET,11
2016,5,14,SHOOTING,5
2016,5,15,AGG. ASSAULT,17
2016,5,15,ARSON,2
2016,5,15,AUTO THEFT,11
2016,5,15,BURGLARY,16
2016,5,15,COMMON ASSAULT,23
2016,5,15,LARCENY,38
2016,5,15,LARCENY FROM AUTO,14
2016,5,15,RAPE,2
2016,5,15,ROBBERY - COMMERCIAL,1
2016,5,15,ROBBERY - RESIDENCE,1
2016,5,15,ROBBERY - STREET,11
2016,5,15,SHOOTING,3
2016,5,16,AGG. ASSAULT,15
2016,5,16,ARSON,2
2016,5,16,ASSAULT BY THREAT,3
2016,5,16,AUTO THEFT,9
2016,5,16,BURGLARY,17
2016,5,16,COMMON ASSAULT,15
2016,5,16,LARCENY,30
2016,5,16,LARCENY FROM AUTO,15
2016,5,16,RAPE,1
2016,5,16,ROBBERY - CARJACKING,2
2016,5,16,ROBBERY - COMMERCIAL,3
2016,5,16,ROBBERY - RESIDENCE,4
2016,5,16,ROBBERY - STREET,7
2016,5,16,SHOOTING,5
2016,5,17,AGG. ASSAULT,13
2016,5,17,ASSAULT BY THREAT,1
2016,5,17,AUTO THEFT,6
2016,5,17,BURGLARY,29
2016,5,17,COMMON ASSAULT,23
2016,5,17,HOMICIDE,1
2016,5,17,LARCENY,29
2016,5,17,LARCENY FROM AUTO,16
2016,5,17,ROBBERY - COMMERCIAL,3
2016,5,17,ROBBERY - RESIDENCE,4
2016,5,17,ROBBERY - STREET,15
2016,5,17,SHOOTING,2
2016,5,18,AGG. ASSAULT,12
2016,5,18,ASSAULT BY THREAT,1
2016,5,18,AUTO THEFT,9
2016,5,18,BURGLARY,14
2016,5,18,COMMON ASSAULT,12
2016,5,18,LARCENY,34
2016,5,18,LARCENY FROM AUTO,13
2016,5,18,RAPE,1
2016,5,18,ROBBERY - COMMERCIAL,3
2016,5,18,ROBBERY - RESIDENCE,2
2016,5,18,ROBBERY - STREET,15
2016,5,18,SHOOTING,8
2016,5,19,AGG. ASSAULT,9
2016,5,19,ARSON,1
2016,5,19,ASSAULT BY THREAT,2
2016,5,19,AUTO THEFT,7
2016,5,19,BURGLARY,19
2016,5,19,COMMON ASSAULT,18
2016,5,19,LARCENY,29
2016,5,19,LARCENY FROM AUTO,22
2016,5,19,RAPE,1
2016,5,19,ROBBERY - CARJACKING,1
2016,5,19,ROBBERY - COMMERCIAL,3
2016,5,19,ROBBERY - STREET,7
2016,5,19,SHOOTING,4
2016,5,20,AGG. ASSAULT,10
2016,5,20,AUTO THEFT,13
2016,5,20,BURGLARY,20
2016,5,20,COMMON ASSAULT,33
2016,5,20,HOMICIDE,1
2016,5,20,LARCENY,28
2016,5,20,LARCENY FROM AUTO,18
2016,5,20,RAPE,2
2016,5,20,ROBBERY - CARJACKING,3
2016,5,20,ROBBERY - COMMERCIAL,2
2016,5,20,ROBBERY - RESIDENCE,1
2016,5,20,ROBBERY - STREET,12
2016,5,20,SHOOTING,3
2016,5,21,AGG. ASSAULT,12
2016,5,21,ARSON,1
2016,5,21,ASSAULT BY THREAT,3
2016,5,21,AUTO THEFT,10
2016,5,21,BURGLARY,16
2016,5,21,COMMON ASSAULT,27
2016,5,21,LARCENY,21
2016,5,21,LARCENY FROM AUTO,22
2016,5,21,ROBBERY - COMMERCIAL,2
2016,5,21,ROBBERY - RESIDENCE,2
2016,5,21,ROBBERY - STREET,9
2016,5,21,SHOOTING,4
2016,5,22,AGG. ASSAULT,16
2016,5,22,ARSON,1
2016,5,22,ASSAULT BY THREAT,2
2016,5,22,AUTO THEFT,18
2016,5,22,BURGLARY,10
2016,5,22,COMMON ASSAULT,19
2016,5,22,LARCENY,12
2016,5,22,LARCENY FROM AUTO,19
2016,5,22,RAPE,3
2016,5,22,ROBBERY - COMMERCIAL,2
2016,5,22,ROBBERY - STREET,11
2016,5,23,AGG. ASSAULT,11
2016,5,23,ARSON,1
2016,5,23,AUTO THEFT,12
2016,5,23,BURGLARY,20
2016,5,23,COMMON ASSAULT,12
2016,5,23,HOMICIDE,3
2016,5,23,LARCENY,21
2016,5,23,LARCENY FROM AUTO,17
2016,5,23,ROBBERY - COMMERCIAL,1
2016,5,23,ROBBERY - RESIDENCE,3
2016,5,23,ROBBERY - STREET,19
2016,5,23,SHOOTING,3
2016,5,24,AGG. ASSAULT,15
2016,5,24,ARSON,3
2016,5,24,AUTO THEFT,15
2016,5,24,BURGLARY,19
2016,5,24,COMMON ASSAULT,29
2016,5,24,LARCENY,31
2016,5,24,LARCENY FROM AUTO,15
2016,5,24,RAPE,1
2016,5,24,ROBBERY - CARJACKING,2
2016,5,24,ROBBERY - COMMERCIAL,3
2016,5,24,ROBBERY - RESIDENCE,1
2016,5,24,ROBBERY - STREET,15
2016,5,24,SHOOTING,6
2016,5,25,AGG. ASSAULT,12
2016,5,25,ASSAULT BY THREAT,1
2016,5,25,AUTO THEFT,14
2016,5,25,BURGLARY,23
2016,5,25,COMMON ASSAULT,25
2016,5,25,HOMICIDE,5
2016,5,25,LARCENY,28
2016,5,25,LARCENY FROM AUTO,24
2016,5,25,RAPE,1
2016,5,25,ROBBERY - COMMERCIAL,4
2016,5,25,ROBBERY - RESIDENCE,2
2016,5,25,ROBBERY - STREET,9
2016,5,25,SHOOTING,1
2016,5,26,AGG. ASSAULT,8
2016,5,26,ARSON,1
2016,5,26,ASSAULT BY THREAT,1
2016,5,26,AUTO THEFT,17
2016,5,26,BURGLARY,21
2016,5,26,COMMON ASSAULT,34
2016,5,26,HOMICIDE,4
2016,5,26,LARCENY,34
2016,5,26,LARCENY FROM AUTO,13
2016,5,26,RAPE,1
2016,5,26,ROBBERY - CARJACKING,1
2016,5,26,ROBBERY - COMMERCIAL,4
2016,5,26,ROBBERY - RESIDENCE,2
2016,5,26,ROBBERY - STREET,15
2016,5,27,AGG. ASSAULT,16
2016,5,27,ASSAULT BY THREAT,1
2016,5,27,AUTO THEFT,14
2016,5,27,BURGLARY,20
2016,5,27,COMMON ASSAULT,22
2016,5,27,HOMICIDE,2
2016,5,27,LARCENY,43
2016,5,27,LARCENY FROM AUTO,18
2016,5,27,RAPE,3
2016,5,27,ROBBERY - COMMERCIAL,3
2016,5,27,ROBBERY - RESIDENCE,1
2016,5,27,ROBBERY - STREET,13
2016,5,27,SHOOTING,3
2016,5,28,AGG. ASSAULT,29
2016,5,28,ARSON,1
2016,5,28,ASSAULT BY THREAT,2
2016,5,28,AUTO THEFT,17
2016,5,28,BURGLARY,8
2016,5,28,COMMON ASSAULT,23
2016,5,28,HOMICIDE,1
2016,5,28,LARCENY,33
2016,5,28,LARCENY FROM AUTO,16
2016,5,28,RAPE,2
2016,5,28,ROBBERY - COMMERCIAL,2
2016,5,28,ROBBERY - RESIDENCE,5
2016,5,28,ROBBERY - STREET,19
2016,5,28,SHOOTING,4
2016,5,29,AGG. ASSAULT,18
2016,5,29,ARSON,1
2016,5,29,ASSAULT BY THREAT,1
2016,5,29,AUTO THEFT,12
2016,5,29,BURGLARY,15
2016,5,29,COMMON ASSAULT,18
2016,5,29,LARCENY,21
2016,5,29,LARCENY FROM AUTO,10
2016,5,29,RAPE,2
2016,5,29,ROBBERY - STREET,6
2016,5,29,SHOOTING,1
2016,5,30,AGG. ASSAULT,18
2016,5,30,ARSON,4
2016,5,30,AUTO THEFT,22
2016,5,30,BURGLARY,11
2016,5,30,COMMON ASSAULT,24
2016,5,30,LARCENY,23
2016,5,30,LARCENY FROM AUTO,35
2016,5,30,ROBBERY - CARJACKING,2
2016,5,30,ROBBERY - COMMERCIAL,2
2016,5,30,ROBBERY - RESIDENCE,2
2016,5,30,ROBBERY - STREET,14
2016,5,30,SHOOTING,6
2016,5,31,AGG. ASSAULT,27
2016,5,31,ARSON,3
2016,5,31,ASSAULT BY THREAT,5
2016,5,31,AUTO THEFT,6
2016,5,31,BURGLARY,16
2016,5,31,COMMON ASSAULT,17
2016,5,31,HOMICIDE,1
2016,5,31,LARCENY,34
2016,5,31,LARCENY FROM AUTO,12
2016,5,31,RAPE,1
2016,5,31,ROBBERY - CARJACKING,1
2016,5,31,ROBBERY - COMMERCIAL,1
2016,5,31,ROBBERY - RESIDENCE,1
2016,5,31,ROBBERY - STREET,8
2016,5,31,SHOOTING,1
2016,6,1,AGG. ASSAULT,13
2016,6,1,ARSON,1
2016,6,1,ASSAULT BY THREAT,2
2016,6,1,AUTO THEFT,6
2016,6,1,BURGLARY,17
2016,6,1,COMMON ASSAULT,18
2016,6,1,LARCENY,37
2016,6,1,LARCENY FROM AUTO,12
2016,6,1,ROBBERY - CARJACKING,1
2016,6,1,ROBBERY - COMMERCIAL,5
2016,6,1,ROBBERY - RESIDENCE,2
2016,6,1,ROBBERY - STREET,16
2016,6,1,SHOOTING,2
2016,6,2,AGG. ASSAULT,16
2016,6,2,ARSON,1
2016,6,2,ASSAULT BY THREAT,2
2016,6,2,AUTO THEFT,10
2016,6,2,BURGLARY,23
2016,6,2,COMMON ASSAULT,14
2016,6,2,LARCENY,33
2016,6,2,LARCENY FROM AUTO,8
2016,6,2,RAPE,1
2016,6,2,ROBBERY - CARJACKING,1
2016,6,2,ROBBERY - COMMERCIAL,3
2016,6,2,ROBBERY - RESIDENCE,4
2016,6,2,ROBBERY - STREET,13
2016,6,2,SHOOTING,3
2016,6,3,AGG. ASSAULT,11
2016,6,3,ARSON,1
2016,6,3,ASSAULT BY THREAT,3
2016,6,3,AUTO THEFT,15
2016,6,3,BURGLARY,19
2016,6,3,COMMON ASSAULT,21
2016,6,3,HOMICIDE,2
2016,6,3,LARCENY,30
2016,6,3,LARCENY FROM AUTO,19
2016,6,3,ROBBERY - CARJACKING,1
2016,6,3,ROBBERY - COMMERCIAL,2
2016,6,3,ROBBERY - RESIDENCE,1
2016,6,3,ROBBERY - STREET,12
2016,6,4,AGG. ASSAULT,18
2016,6,4,ASSAULT BY THREAT,2
2016,6,4,AUTO THEFT,11
2016,6,4,BURGLARY,26
2016,6,4,COMMON ASSAULT,41
2016,6,4,HOMICIDE,1
2016,6,4,LARCENY,22
2016,6,4,LARCENY FROM AUTO,18
2016,6,4,RAPE,3
2016,6,4,ROBBERY - COMMERCIAL,3
2016,6,4,ROBBERY - RESIDENCE,2
2016,6,4,ROBBERY - STREET,7
2016,6,4,SHOOTING,2
2016,6,5,AGG. ASSAULT,12
2016,6,5,ARSON,2
2016,6,5,ASSAULT BY THREAT,1
2016,6,5,AUTO THEFT,14
2016,6,5,BURGLARY,145
2016,6,5,COMMON ASSAULT,26
2016,6,5,LARCENY,20
2016,6,5,LARCENY FROM AUTO,20
2016,6,5,RAPE,1
2016,6,5,ROBBERY - COMMERCIAL,2
2016,6,5,ROBBERY - RESIDENCE,1
2016,6,5,ROBBERY - STREET,9
2016,6,5,SHOOTING,2
2016,6,6,AGG. ASSAULT,14
2016,6,6,ARSON,1
2016,6,6,ASSAULT BY THREAT,2
2016,6,6,AUTO THEFT,19
2016,6,6,BURGLARY,29
2016,6,6,COMMON ASSAULT,24
2016,6,6,HOMICIDE,2
2016,6,6,LARCENY,31
2016,6,6,LARCENY FROM AUTO,25
2016,6,6,RAPE,1
2016,6,6,ROBBERY - CARJACKING,1
2016,6,6,ROBBERY - COMMERCIAL,8
2016,6,6,ROBBERY - RESIDENCE,3
2016,6,6,ROBBERY - STREET,12
2016,6,6,SHOOTING,2
2016,6,7,AGG. ASSAULT,18
2016,6,7,ASSAULT BY THREAT,1
2016,6,7,AUTO THEFT,22
2016,6,7,BURGLARY,19
2016,6,7,COMMON ASSAULT,15
2016,6,7,LARCENY,26
2016,6,7,LARCENY FROM AUTO,15
2016,6,7,ROBBERY - CARJACKING,3
2016,6,7,ROBBERY - COMMERCIAL,2
2016,6,7,ROBBERY - STREET,5
2016,6,7,SHOOTING,4
2016,6,8,AGG. ASSAULT,23
2016,6,8,ASSAULT BY THREAT,1
2016,6,8,AUTO THEFT,8
2016,6,8,BURGLARY,32
2016,6,8,COMMON ASSAULT,18
2016,6,8,HOMICIDE,2
2016,6,8,LARCENY,35
2016,6,8,LARCENY FROM AUTO,18
2016,6,8,ROBBERY - COMMERCIAL,5
2016,6,8,ROBBERY - STREET,11
2016,6,8,SHOOTING,5
2016,6,9,AGG. ASSAULT,15
2016,6,9,ARSON,1
2016,6,9,ASSAULT BY THREAT,2
2016,6,9,AUTO THEFT,10
2016,6,9,BURGLARY,23
2016,6,9,COMMON ASSAULT,26
2016,6,9,HOMICIDE,2
2016,6,9,LARCENY,27
2016,6,9,LARCENY FROM AUTO,22
2016,6,9,ROBBERY - COMMERCIAL,3
2016,6,9,ROBBERY - RESIDENCE,2
2016,6,9,ROBBERY - STREET,5
2016,6,10,AGG. ASSAULT,20
2016,6,10,ARSON,1
2016,6,10,ASSAULT BY THREAT,5
2016,6,10,AUTO THEFT,17
2016,6,10,BURGLARY,28
2016,6,10,COMMON ASSAULT,22
2016,6,10,HOMICIDE,2
2016,6,10,LARCENY,25
2016,6,10,LARCENY FROM AUTO,22
2016,6,10,RAPE,2
2016,6,10,ROBBERY - CARJACKING,1
2016,6,10,ROBBERY - COMMERCIAL,1
2016,6,10,ROBBERY - RESIDENCE,1
2016,6,10,ROBBERY - STREET,14
2016,6,10,SHOOTING,5
2016,6,11,AGG. ASSAULT,32
2016,6,11,ARSON,1
2016,6,11,AUTO THEFT,8
2016,6,11,BURGLARY,18
2016,6,11,COMMON ASSAULT,17
2016,6,11,HOMICIDE,2
2016,6,11,LARCENY,24
2016,6,11,LARCENY FROM AUTO,19
2016,6,11,ROBBERY - COMMERCIAL,5
2016,6,11,ROBBERY - RESIDENCE,5
2016,6,11,ROBBERY - STREET,15
2016,6,11,SHOOTING,3
2016,6,12,AGG. ASSAULT,13
2016,6,12,ARSON,1
2016,6,12,AUTO THEFT,16
2016,6,12,BURGLARY,14
2016,6,12,COMMON ASSAULT,26
2016,6,12,LARCENY,33
2016,6,12,LARCENY FROM AUTO,16
2016,6,12,RAPE,2
2016,6,12,ROBBERY - CARJACKING,1
2016,6,12,ROBBERY - STREET,4
2016,6,12,SHOOTING,1
2016,6,13,AGG. ASSAULT,24
2016,6,13,AUTO THEFT,16
2016,6,13,BURGLARY,28
2016,6,13,COMMON ASSAULT,22
2016,6,13,HOMICIDE,1
2016,6,13,LARCENY,33
2016,6,13,LARCENY FROM AUTO,22
2016,6,13,RAPE,1
2016,6,13,ROBBERY - CARJACKING,4
2016,6,13,ROBBERY - COMMERCIAL,5
2016,6,13,ROBBERY - RESIDENCE,3
2016,6,13,ROBBERY - STREET,10
2016,6,13,SHOOTING,2
2016,6,14,AGG. ASSAULT,6
2016,6,14,ASSAULT BY THREAT,4
2016,6,14,AUTO THEFT,25
2016,6,14,BURGLARY,30
2016,6,14,COMMON ASSAULT,16
2016,6,14,HOMICIDE,1
2016,6,14,LARCENY,29
2016,6,14,LARCENY FROM AUTO,13
2016,6,14,ROBBERY - CARJACKING,1
2016,6,14,ROBBERY - COMMERCIAL,3
2016,6,14,ROBBERY - STREET,5
2016,6,15,AGG. ASSAULT,18
2016,6,15,ARSON,2
2016,6,15,ASSAULT BY THREAT,3
2016,6,15,AUTO THEFT,19
2016,6,15,BURGLARY,20
2016,6,15,COMMON ASSAULT,24
2016,6,15,LARCENY,45
2016,6,15,LARCENY FROM AUTO,18
2016,6,15,ROBBERY - CARJACKING,3
2016,6,15,ROBBERY - COMMERCIAL,1
2016,6,15,ROBBERY - STREET,8
2016,6,15,SHOOTING,2
2016,6,16,AGG. ASSAULT,13
2016,6,16,ARSON,1
2016,6,16,ASSAULT BY THREAT,3
2016,6,16,AUTO THEFT,12
2016,6,16,BURGLARY,21
2016,6,16,COMMON ASSAULT,25
2016,6,16,LARCENY,23
2016,6,16,LARCENY FROM AUTO,18
2016,6,16,ROBBERY - COMMERCIAL,3
2016,6,16,ROBBERY - RESIDENCE,1
2016,6,16,ROBBERY - STREET,4
2016,6,16,SHOOTING,1
2016,6,17,AGG. ASSAULT,12
2016,6,17,ASSAULT BY THREAT,3
2016,6,17,AUTO THEFT,15
2016,6,17,BURGLARY,18
2016,6,17,COMMON ASSAULT,23
2016,6,17,LARCENY,28
2016,6,17,LARCENY FROM AUTO,21
2016,6,17,RAPE,1
2016,6,17,ROBBERY - COMMERCIAL,1
2016,6,17,ROBBERY - STREET,9
2016,6,18,AGG. ASSAULT,16
2016,6,18,ARSON,1
2016,6,18,ASSAULT BY THREAT,5
2016,6,18,AUTO THEFT,10
2016,6,18,BURGLARY,21
2016,6,18,COMMON ASSAULT,29
2016,6,18,LARCENY,22
2016,6,18,LARCENY FROM AUTO,21
2016,6,18,RAPE,2
2016,6,18,ROBBERY - COMMERCIAL,2
2016,6,18,ROBBERY - STREET,5
2016,6,18,SHOOTING,3
2016,6,19,AGG. ASSAULT,19
2016,6,19,ARSON,1
2016,6,19,AUTO THEFT,7
2016,6,19,BURGLARY,20
2016,6,19,COMMON ASSAULT,28
2016,6,19,LARCENY,20
2016,6,19,LARCENY FROM AUTO,30
2016,6,19,RAPE,1
2016,6,19,ROBBERY - CARJACKING,1
2016,6,19,ROBBERY - COMMERCIAL,3
2016,6,19,ROBBERY - STREET,11
2016,6,19,SHOOTING,2
2016,6,20,AGG. ASSAULT,13
2016,6,20,ARSON,3
2016,6,20,ASSAULT BY THREAT,1
2016,6,20,AUTO THEFT,19
2016,6,20,BURGLARY,29
2016,6,20,COMMON ASSAULT,26
2016,6,20,LARCENY,31
2016,6,20,LARCENY FROM AUTO,37
2016,6,20,ROBBERY - CARJACKING,1
2016,6,20,ROBBERY - COMMERCIAL,1
2016,6,20,ROBBERY - RESIDENCE,2
2016,6,20,ROBBERY - STREET,17
2016,6,20,SHOOTING,6
2016,6,21,AGG. ASSAULT,11
2016,6,21,ARSON,3
2016,6,21,ASSAULT BY THREAT,2
2016,6,21,AUTO THEFT,10
2016,6,21,BURGLARY,21
2016,6,21,COMMON ASSAULT,25
2016,6,21,HOMICIDE,1
2016,6,21,LARCENY,29
2016,6,21,LARCENY FROM AUTO,17
2016,6,21,RAPE,1
2016,6,21,ROBBERY - COMMERCIAL,3
2016,6,21,ROBBERY - RESIDENCE,1
2016,6,21,ROBBERY - STREET,12
2016,6,21,SHOOTING,4
2016,6,22,AGG. ASSAULT,16
2016,6,22,ARSON,1
2016,6,22,ASSAULT BY THREAT,3
2016,6,22,AUTO THEFT,13
2016,6,22,BURGLARY,26
2016,6,22,COMMON ASSAULT,23
2016,6,22,HOMICIDE,2
2016,6,22,LARCENY,23
2016,6,22,LARCENY FROM AUTO,22
2016,6,22,ROBBERY - CARJACKING,2
2016,6,22,ROBBERY - COMMERCIAL,2
2016,6,22,ROBBERY - RESIDENCE,2
2016,6,22,ROBBERY - STREET,12
2016,6,22,SHOOTING,3
2016,6,23,AGG. ASSAULT,22
2016,6,23,ARSON,1
2016,6,23,AUTO THEFT,18
2016,6,23,BURGLARY,14
2016,6,23,COMMON ASSAULT,18
2016,6,23,HOMICIDE,1
2016,6,23,LARCENY,30
2016,6,23,LARCENY FROM AUTO,31
2016,6,23,ROBBERY - CARJACKING,2
2016,6,23,ROBBERY - COMMERCIAL,3
2016,6,23,ROBBERY - STREET,15
2016,6,23,SHOOTING,5
2016,6,24,AGG. ASSAULT,21
2016,6,24,ASSAULT BY THREAT,1
2016,6,24,AUTO THEFT,9
2016,6,24,BURGLARY,21
2016,6,24,COMMON ASSAULT,20
2016,6,24,HOMICIDE,1
2016,6,24,LARCENY,21
2016,6,24,LARCENY FROM AUTO,17
2016,6,24,ROBBERY - CARJACKING,3
2016,6,24,ROBBERY - COMMERCIAL,2
2016,6,24,ROBBERY - RESIDENCE,2
2016,6,24,ROBBERY - STREET,11
2016,6,24,SHOOTING,3
2016,6,25,AGG. ASSAULT,14
2016,6,25,ARSON,1
2016,6,25,ASSAULT BY THREAT,1
2016,6,25,AUTO THEFT,24
2016,6,25,BURGLARY,21
2016,6,25,COMMON ASSAULT,26
2016,6,25,HOMICIDE,1
2016,6,25,LARCENY,33
2016,6,25,LARCENY FROM AUTO,21
2016,6,25,RAPE,1
2016,6,25,ROBBERY - COMMERCIAL,1
2016,6,25,ROBBERY - RESIDENCE,1
2016,6,25,ROBBERY - STREET,6
2016,6,25,SHOOTING,1
2016,6,26,AGG. ASSAULT,14
2016,6,26,ARSON,1
2016,6,26,ASSAULT BY THREAT,1
2016,6,26,AUTO THEFT,9
2016,6,26,BURGLARY,22
2016,6,26,COMMON ASSAULT,19
2016,6,26,HOMICIDE,2
2016,6,26,LARCENY,34
2016,6,26,LARCENY FROM AUTO,15
2016,6,26,ROBBERY - COMMERCIAL,3
2016,6,26,ROBBERY - RESIDENCE,1
2016,6,26,ROBBERY - STREET,7
2016,6,26,SHOOTING,1
2016,6,27,AGG. ASSAULT,8
2016,6,27,ARSON,2
2016,6,27,ASSAULT BY THREAT,2
2016,6,27,AUTO THEFT,11
2016,6,27,BURGLARY,15
2016,6,27,COMMON ASSAULT,29
2016,6,27,LARCENY,25
2016,6,27,LARCENY FROM AUTO,11
2016,6,27,RAPE,1
2016,6,27,ROBBERY - CARJACKING,1
2016,6,27,ROBBERY - COMMERCIAL,1
2016,6,27,ROBBERY - RESIDENCE,1
2016,6,27,ROBBERY - STREET,11
2016,6,27,SHOOTING,2
2016,6,28,AGG. ASSAULT,20
2016,6,28,ARSON,2
2016,6,28,AUTO THEFT,13
2016,6,28,BURGLARY,17
2016,6,28,COMMON ASSAULT,16
2016,6,28,HOMICIDE,3
2016,6,28,LARCENY,29
